region,time_s,like_mean_hz,like_std_hz,dislike_mean_hz,dislike_std_hz,diff_mean_hz,p_raw,p_fdr
overall,-0.3649999999999999,0.9559708175991322,1.8598325530662283,0.8558783299633866,1.7232589152305235,0.10009248763574574,0.6205485568372839,0.7494547787889903
overall,-0.35499999999999987,0.9563593148668603,1.8791727337850104,0.8645724824542983,1.7350050513180286,0.0917868324125621,0.4185025995678855,0.6552268367296054
overall,-0.34499999999999986,0.9552096458260199,1.8965267814233109,0.8730947471744398,1.752988899291955,0.08211489865158046,0.4047478907956811,0.6552268367296054
overall,-0.33499999999999985,0.9517581273055399,1.9101271417634322,0.8806273690036844,1.7741980220854352,0.07113075830185524,0.6463431845349163,0.7600511796507999
overall,-0.32499999999999984,0.9454928404467726,1.9192699019425996,0.8864307968146935,1.7953021252456054,0.059062043632079037,0.7998246844187258,0.873171052858871
overall,-0.31499999999999984,0.9362677924418767,1.9243345313909412,0.8899933911014584,1.8132479840921445,0.04627440134041832,0.8943321962358806,0.9251519764430823
overall,-0.3049999999999998,0.9243560352038646,1.926706672798624,0.8910959878087132,1.825671449205882,0.03326004739515153,0.7081636315280622,0.8121142563395208
overall,-0.2949999999999998,0.9104353184592908,1.92805070897134,0.8898149299195509,1.8311211055906482,0.020620388539739715,0.6240291119475183,0.7500349903215364
overall,-0.2849999999999998,0.8954705545598585,1.9296566567862183,0.8864789230298279,1.8293513275505522,0.008991631530030382,0.413977873804515,0.6552268367296054
overall,-0.2749999999999998,0.8805550816561251,1.931973468813117,0.8815733730597186,1.8212403435750304,-0.001018291403593114,0.27184629391538717,0.5525331177142015
overall,-0.2649999999999998,0.8667416405498078,1.9343821269891275,0.8756186582023405,1.8085193778152033,-0.008877017652532312,0.2614499912220407,0.5516166959535599
overall,-0.2549999999999998,0.8549373310434403,1.9355625503807485,0.8691467920052287,1.7936258495626975,-0.014209460961788338,0.2614499912220407,0.5516166959535599
overall,-0.24499999999999977,0.8457156669062144,1.9336669964833935,0.8625823758677569,1.7790358167824702,-0.016866708961542624,0.19635024964451986,0.5113287751159371
overall,-0.23499999999999976,0.839367623694059,1.9270242238935895,0.8563159026253935,1.767141128729181,-0.01694827893133436,0.16707770653524845,0.5113287751159371
overall,-0.22499999999999976,0.8358811287343549,1.9144893678896375,0.8506754061090537,1.759834437317768,-0.01479427737469869,0.17489323701477144,0.5113287751159371
overall,-0.21499999999999975,0.8349629748797486,1.895727383238214,0.846023563554649,1.7586987942964767,-0.011060588674900219,0.2614499912220407,0.5516166959535599
overall,-0.20499999999999974,0.8361384655582427,1.8715654114573586,0.8427049861544533,1.764782007206925,-0.0065665205962104,0.37156459283852283,0.6450774181224355
overall,-0.19499999999999973,0.8387782084191021,1.8437096122586307,0.8411061234067466,1.7788933739138257,-0.0023279149876446145,0.4687565269471903,0.681762206108045
overall,-0.18499999999999972,0.8422392596120178,1.8145778269623754,0.8415681534924769,1.8013763614083285,0.0006711061195409736,0.5833492808544241,0.7184104444020001
overall,-0.1749999999999997,0.8458321926101573,1.7867973225763936,0.8442874313244517,1.831864331578157,0.0015447612857055278,0.5285700202644047,0.7023053297682624
overall,-0.1649999999999997,0.8489841116020014,1.7628374409892917,0.849226635424135,1.8689163305310943,-0.00024252382213366423,0.5610291561172993,0.7048104976347981
overall,-0.1549999999999997,0.8511932679058467,1.7447416199744823,0.8560696626469544,1.910048852027091,-0.004876394741107476,0.6638740374666934,0.7719465551938295
overall,-0.14499999999999968,0.852159792348935,1.7342014446267648,0.8641945479589612,1.9517087419073555,-0.012034755610026097,0.6314258314064018,0.7552940567062223
overall,-0.13499999999999968,0.8517364539035014,1.7323250728701793,0.8726775066400034,1.9896948132100194,-0.020941052736502295,0.7472247291981968,0.8302496991091075
overall,-0.12499999999999967,0.8500171679549604,1.739788043622635,0.880449120497414,2.0196788107449346,-0.0304319525424536,0.7225316857879955,0.821058733849995
overall,-0.11499999999999966,0.8473208301023434,1.7563888367771692,0.8863880931234469,2.03775098903353,-0.03906726302110375,0.6953982225314291,0.8011500259578677
overall,-0.10499999999999965,0.8441748723062498,1.78094470830228,0.8894943546177989,2.0411032918990033,-0.04531948231154909,0.7389652795651248,0.824892911417994
