subject,onset,valence,event_type
sub-cs60,145.24,neutral,event_boundary
sub-cs60,147.88,neutral,event_boundary
sub-cs60,149.4,neutral,event_boundary
sub-cs60,150.76,neutral,event_boundary
sub-cs60,153.4,neutral,event_boundary
sub-cs60,153.92,neutral,event_boundary
sub-cs60,159.08,neutral,event_boundary
sub-cs60,161.16,neutral,event_boundary
sub-cs60,163.08,neutral,event_boundary
sub-cs60,167.28,neutral,event_boundary
sub-cs60,169.04,neutral,event_boundary
sub-cs60,170.68,neutral,event_boundary
sub-cs60,171.84,neutral,event_boundary
sub-cs60,173.48,neutral,event_boundary
sub-cs60,184.92,neutral,event_boundary
sub-cs60,211.6,neutral,event_boundary
sub-cs60,217.48,neutral,event_boundary
sub-cs60,254.24,neutral,event_boundary
sub-cs60,256.12,neutral,event_boundary
sub-cs60,261.6,neutral,event_boundary
sub-cs60,264.84,neutral,event_boundary
sub-cs60,266.68,neutral,event_boundary
sub-cs60,269.24,neutral,event_boundary
sub-cs60,273.04,neutral,event_boundary
sub-cs60,277.28,neutral,event_boundary
sub-cs60,281.28,neutral,event_boundary
sub-cs60,284.56,neutral,event_boundary
sub-cs60,288.76,neutral,event_boundary
sub-cs60,291.44,neutral,event_boundary
sub-cs60,307.88,neutral,event_boundary
sub-cs60,314.48,neutral,event_boundary
sub-cs60,328.52,neutral,event_boundary
sub-cs60,340.76,neutral,event_boundary
sub-cs60,346.2,neutral,event_boundary
sub-cs60,350.0,neutral,event_boundary
sub-cs60,357.84,neutral,event_boundary
sub-cs60,360.0,neutral,event_boundary
sub-cs60,362.56,neutral,event_boundary
sub-cs60,364.92,neutral,event_boundary
sub-cs60,367.76,neutral,event_boundary
sub-cs60,369.44,neutral,event_boundary
sub-cs60,371.64,neutral,event_boundary
sub-cs60,389.64,neutral,event_boundary
sub-cs60,407.88,neutral,event_boundary
sub-cs60,409.72,neutral,event_boundary
sub-cs60,419.04,neutral,event_boundary
sub-cs60,420.24,neutral,event_boundary
sub-cs60,424.36,neutral,event_boundary
sub-cs60,427.64,neutral,event_boundary
sub-cs60,428.72,neutral,event_boundary
sub-cs60,431.52,neutral,event_boundary
sub-cs60,433.48,neutral,event_boundary
sub-cs60,435.0,neutral,event_boundary
sub-cs60,437.52,neutral,event_boundary
sub-cs60,439.6,neutral,event_boundary
sub-cs60,442.28,neutral,event_boundary
sub-cs60,445.24,neutral,event_boundary
sub-cs60,450.04,neutral,event_boundary
sub-cs60,451.4,neutral,event_boundary
sub-cs60,453.04,neutral,event_boundary
sub-cs60,453.88,neutral,event_boundary
sub-cs60,456.44,neutral,event_boundary
sub-cs60,456.96,neutral,event_boundary
sub-cs60,459.32,neutral,event_boundary
sub-cs60,475.44,neutral,event_boundary
sub-cs62,0.0,neutral,event_boundary
sub-cs62,4.72,neutral,event_boundary
sub-cs62,15.0,neutral,event_boundary
sub-cs62,16.72,neutral,event_boundary
sub-cs62,19.08,neutral,event_boundary
sub-cs62,21.72,neutral,event_boundary
sub-cs62,25.08,neutral,event_boundary
sub-cs62,27.08,neutral,event_boundary
sub-cs62,37.64,neutral,event_boundary
sub-cs62,46.16,neutral,event_boundary
sub-cs62,66.28,neutral,event_boundary
sub-cs62,66.8,neutral,event_boundary
sub-cs62,90.16,neutral,event_boundary
sub-cs62,92.72,neutral,event_boundary
sub-cs62,94.88,neutral,event_boundary
sub-cs62,99.32,neutral,event_boundary
sub-cs62,103.64,neutral,event_boundary
sub-cs62,108.28,neutral,event_boundary
sub-cs62,113.44,neutral,event_boundary
sub-cs62,115.0,neutral,event_boundary
sub-cs62,117.96,neutral,event_boundary
sub-cs62,120.0,neutral,event_boundary
sub-cs62,121.88,neutral,event_boundary
sub-cs62,126.52,neutral,event_boundary
sub-cs62,129.2,neutral,event_boundary
sub-cs62,137.56,neutral,event_boundary
sub-cs62,140.36,neutral,event_boundary
sub-cs62,143.36,neutral,event_boundary
sub-cs62,145.24,neutral,event_boundary
sub-cs62,147.88,neutral,event_boundary
sub-cs62,149.4,neutral,event_boundary
sub-cs62,150.76,neutral,event_boundary
sub-cs62,153.4,neutral,event_boundary
sub-cs62,153.92,neutral,event_boundary
sub-cs62,159.08,neutral,event_boundary
sub-cs62,161.16,neutral,event_boundary
sub-cs62,163.08,neutral,event_boundary
sub-cs62,167.28,neutral,event_boundary
sub-cs62,169.04,neutral,event_boundary
sub-cs62,170.68,neutral,event_boundary
sub-cs62,171.84,neutral,event_boundary
sub-cs62,173.48,neutral,event_boundary
sub-cs62,184.92,neutral,event_boundary
sub-cs62,211.6,neutral,event_boundary
sub-cs62,217.48,neutral,event_boundary
sub-cs62,254.24,neutral,event_boundary
sub-cs62,256.12,neutral,event_boundary
sub-cs62,261.6,neutral,event_boundary
sub-cs62,264.84,neutral,event_boundary
sub-cs62,266.68,neutral,event_boundary
sub-cs62,269.24,neutral,event_boundary
sub-cs62,273.04,neutral,event_boundary
sub-cs62,277.28,neutral,event_boundary
sub-cs62,281.28,neutral,event_boundary
sub-cs62,284.56,neutral,event_boundary
sub-cs62,288.76,neutral,event_boundary
sub-cs62,291.44,neutral,event_boundary
sub-cs62,307.88,neutral,event_boundary
sub-cs62,314.48,neutral,event_boundary
sub-cs62,328.52,neutral,event_boundary
sub-cs62,340.76,neutral,event_boundary
sub-cs62,346.2,neutral,event_boundary
sub-cs62,350.0,neutral,event_boundary
sub-cs62,357.84,neutral,event_boundary
sub-cs62,360.0,neutral,event_boundary
sub-cs62,362.56,neutral,event_boundary
sub-cs62,364.92,neutral,event_boundary
sub-cs62,367.76,neutral,event_boundary
sub-cs62,369.44,neutral,event_boundary
sub-cs62,371.64,neutral,event_boundary
sub-cs62,389.64,neutral,event_boundary
sub-cs62,407.88,neutral,event_boundary
sub-cs62,409.72,neutral,event_boundary
sub-cs62,419.04,neutral,event_boundary
sub-cs62,420.24,neutral,event_boundary
sub-cs62,424.36,neutral,event_boundary
sub-cs62,427.64,neutral,event_boundary
sub-cs62,428.72,neutral,event_boundary
sub-cs62,431.52,neutral,event_boundary
sub-cs62,433.48,neutral,event_boundary
sub-cs62,435.0,neutral,event_boundary
sub-cs62,437.52,neutral,event_boundary
sub-cs62,439.6,neutral,event_boundary
sub-cs62,442.28,neutral,event_boundary
sub-cs62,445.24,neutral,event_boundary
sub-cs62,450.04,neutral,event_boundary
sub-cs62,451.4,neutral,event_boundary
sub-cs62,453.04,neutral,event_boundary
sub-cs62,453.88,neutral,event_boundary
sub-cs62,456.44,neutral,event_boundary
sub-cs62,456.96,neutral,event_boundary
sub-cs62,459.32,neutral,event_boundary
sub-cs62,475.44,neutral,event_boundary
